id,X,Y,zipcode,greening_rate,plot_area,first_hand,price,distance,b_subway,n_school
166876,116.5242211,40.03015703,100103,30,0.04,f,46427,0.029457238,1,0
173521,116.4457199,39.85926513,100079,30,0.04,f,45582,0.005648693,0,0
166374,116.438634,39.99007318,100101,80,0.08,f,114860,0.007312482,1,1
166887,116.4409331,39.99112083,100101,80,0.08,f,61206,0.007669476,1,0
172867,116.3809977,39.91320306,100031,16,0.09,f,123743,0.000238567,1,1
167222,116.5186478,40.03187865,100015,30,0.1,f,62291,0.028458176,0,0
171473,116.3252454,39.89078964,100070,30,0.1,t,38515,0.005663913,0,0
168013,116.4748114,39.82693629,100176,40,0.1,f,42085,0.014076922,1,0
168469,116.4431419,39.92925722,100020,40,0.1,f,78503,0.002382224,1,1
170040,116.3049812,39.93633558,100048,30,0.12,f,72036,0.008745408,1,0
171956,116.2906511,40.10105433,102206,30,0.12,f,38357,0.04545655,1,0
170642,116.2783818,40.01459358,100091,30,0.13,f,67183,0.023642061,1,0
165306,116.6346242,39.90265443,101199,15,0.15,f,43856,0.057009895,1,0
167687,116.6177363,39.87802727,100024,50,0.15,f,18015,0.050497762,1,0
174118,116.2168572,39.90323885,100040,15,0.16,f,32120,0.032329299,1,0
167291,116.5143725,40.02572691,100012,55,0.18,f,43961,0.026039542,0,0
171227,116.4258711,39.8536122,100079,20,0.2,f,52773,0.004748998,1,0
173704,116.4338488,39.88828524,100061,30,0.2,f,102626,0.00217409,1,1
170125,116.3751054,39.97092487,100088,40,0.2,f,83457,0.003482373,1,0
170661,116.3470871,40.00228044,100083,40,0.2,f,81048,0.00988945,1,0
171039,116.3273077,39.7648172,102600,40,0.2,f,51646,0.027550751,1,0
167825,116.4184791,40.02673532,100029,45,0.2,f,52605,0.012797676,1,0
167078,116.4994126,39.99337111,100123,60,0.2,f,109793,0.016662887,0,0
13413,116.411019,40.15482835,102211,46,0.21,f,43197,0.057344002,0,0
168748,116.4114083,40.14738777,102211,59.32,0.21,f,32816,0.053854317,0,0
171709,116.4029581,39.85759446,100075,20,0.22,f,37430,0.003435615,1,0
166092,116.4619302,40.36051449,101403,73,0.22,f,12700,0.20207102,0,0
167343,116.3511573,40.39912289,101403,73,0.22,f,20125,0.23561233,0,0
173939,116.3498614,39.91377485,100037,12.55,0.25,f,114639,0.002153302,1,1
174854,116.1492223,39.74315097,102401,35,0.25,f,31342,0.090822458,0,0
174617,116.5312952,40.03491963,100122,50,0.25,f,65742,0.032430032,0,0
172568,116.361769,39.9377281,100034,25,0.26,f,113678,0.001666836,1,1
173652,116.2919709,39.81292502,100070,56,0.26,f,92630,0.021455252,0,0
190689,116.3893479,40.0777699,102209,85,0.27,f,24383,0.026274996,0,0
170478,116.2247972,39.97014878,100093,45,0.28,f,118049,0.032337393,0,0
169392,116.2066107,39.9689809,100093,50,0.28,f,125454,0.038777768,0,0
172417,116.3468225,39.924516,100037,60,0.29,f,101923,0.002515733,0,0
167649,116.4667884,39.86972842,100022,25,0.3,f,59324,0.007104333,1,0
168332,116.4601099,39.92093741,100020,30,0.3,f,86380,0.004108107,1,0
168967,116.5801656,39.91997247,100024,30,0.3,f,39467,0.033853227,1,0
170032,116.1633376,40.06794758,100095,30,0.3,f,51319,0.077377013,0,1
170284,116.3327589,39.95269765,100081,30,0.3,f,91195,0.005387272,1,0
170375,116.3505616,39.96732373,100191,30,0.3,f,79290,0.004737324,1,0
170947,116.428194,39.91443459,100005,30,0.3,f,90495,0.001024256,1,1
173660,116.4106777,39.9600534,100013,30,0.3,f,80266,0.002165619,1,0
173893,116.3605481,39.88375859,100053,30,0.3,f,88418,0.002300418,1,0
169436,116.2876875,39.90997178,100036,31,0.3,f,106419,0.011813505,1,0
175266,116.5628786,40.04777249,101300,34,0.3,f,48763,0.045186549,0,0
169428,116.2842975,39.90836948,100036,35,0.3,f,103960,0.012582156,1,0
170658,116.3265825,39.89882322,100038,35,0.3,f,84997,0.005138272,1,1
171838,116.3341717,40.06723261,100096,35,0.3,f,52360,0.02677577,0,0
165532,116.5418563,39.75642585,102699,40,0.3,f,39514,0.046616427,1,0
174622,116.5162295,40.03500227,100122,40,0.3,f,32001,0.028606694,0,0
165584,116.6919799,39.88804303,101101,42,0.3,f,41284,0.088245479,0,0
168635,116.4509563,40.11943586,102200,63,0.3,f,54581,0.044455481,0,0
279365,116.4644656,40.11820801,102209,64.5,0.3,f,33102,0.045618369,0,0
165921,116.6646108,39.93429566,101125,66,0.3,f,32672,0.072374972,1,0
174621,116.5072907,40.02983562,100102,70,0.3,f,65175,0.025336262,1,0
278283,116.3885587,40.07847948,102209,80,0.3,f,38573,0.026516802,0,0
173556,116.2322328,40.08199308,100094,62.86,0.32,f,34906,0.054505294,0,0
168098,116.6054817,39.88574708,100121,70,0.32,t,60679,0.04469484,0,0
166607,116.4945283,39.95094893,100026,80,0.32,f,113270,0.010898564,0,1
13406,116.2290565,40.08156627,100094,86,0.32,f,40359,0.055415462,0,1
170353,116.3039052,39.92776823,100048,29,0.33,f,89789,0.008664782,1,0
166505,116.4141309,40.01404477,100101,80,0.33,f,113500,0.009968906,1,0
173017,116.3482761,39.92674892,100037,30,0.34,f,107897,0.002418059,1,0
172845,116.3410619,39.91081751,100045,40,0.35,f,100011,0.003067441,1,1
174623,116.4734489,40.1198277,100122,60,0.35,f,14984,0.047583445,0,0
165935,116.6975417,39.96224997,101129,70,0.35,f,35919,0.092950509,0,0
171206,116.3486145,39.84319305,100067,71,0.35,f,34239,0.007540957,0,0
167681,116.4082162,39.97339866,100029,48,0.36,f,60643,0.003459211,1,0
174191,116.3659409,40.09984122,102209,30,0.37,f,26111,0.034780633,0,0
171204,116.3486221,39.8431968,100067,55,0.37,f,35361,0.007539689,0,0
279368,116.4084541,40.10537553,102209,60,0.37,f,46648,0.036080972,0,0
174289,116.3910023,40.1263034,102209,30,0.38,f,19942,0.044330486,0,0
174639,116.5518818,40.08980339,101318,30,0.38,f,49825,0.054500816,1,0
174794,116.1257602,39.72785345,102488,35,0.38,f,29884,0.108479927,1,0
174281,116.3159534,40.17074579,102212,45,0.38,f,21342,0.071429885,0,0
174613,116.5699111,40.03806646,100122,61,0.38,f,39342,0.045112795,0,0
174616,116.5483183,40.06508316,100122,59,0.39,f,66730,0.045413384,1,0
279366,116.4082417,40.13700687,102211,66,0.39,f,31212,0.049068153,0,0
165929,116.6737399,39.92763021,101125,70,0.39,f,59690,0.077156776,1,0
170431,116.2888439,39.92104561,100142,20,0.4,f,69629,0.011556934,1,0
170565,116.3013097,39.93761902,100027,20,0.4,f,82955,0.009483162,1,1
172897,116.3486206,39.92862694,100037,20,0.4,f,110103,0.002429721,1,0
172896,116.3604341,39.92273134,100033,25,0.4,f,103561,0.001328397,1,0
165455,116.5462483,39.75865058,101102,30,0.4,f,23143,0.047210717,1,0
166989,116.4910548,39.98453671,100015,30,0.4,f,60916,0.013715626,0,0
167489,116.473363,39.98613056,100102,30,0.4,f,36104,0.010894617,0,1
170104,116.3015994,39.92775184,100048,30,0.4,f,84639,0.009095427,1,0
170334,116.3111576,39.95232523,100081,30,0.4,f,63524,0.008568244,1,0
170638,116.2795745,39.94575067,100097,30,0.4,f,53111,0.014502018,1,1
173219,116.3704701,39.86041767,100069,30,0.4,f,52791,0.003732476,1,0
173850,116.3869985,39.95604182,100120,30,0.4,f,135226,0.001702831,1,0
167822,116.4145071,40.02580633,100012,40,0.4,f,50630,0.012431411,1,0
174195,116.395128,40.07995864,102218,40,0.4,f,26028,0.026942686,0,0
190694,116.3920688,40.08101453,102218,40,0.4,f,33270,0.027306465,0,0
175348,116.5200955,40.07839818,101318,41,0.4,f,53502,0.041776804,0,0
169379,116.2409012,39.95601353,100195,42,0.4,f,36827,0.025739449,0,0
168521,116.2795288,40.11427334,102200,45,0.4,f,41654,0.053000564,0,0
165250,116.6831397,39.9279339,101125,50,0.4,f,19887,0.082469661,0,0
169566,116.2432693,39.95891425,100097,50,0.4,f,104785,0.025251031,0,1
278277,116.4510691,40.11580856,102209,50,0.4,f,42277,0.043003848,0,0
167645,116.521848,40.01932848,100012,70,0.4,f,39457,0.0264964,0,0
173123,116.213752,39.95420603,100093,70,0.41,f,139351,0.034768058,0,0
173680,116.4241126,39.88731462,100061,30,0.42,f,93612,0.001590554,1,0
165930,116.664679,39.93429305,101125,66,0.42,f,42951,0.072411488,0,0
171113,116.4869136,39.80135112,100176,46.9,0.43,f,73253,0.021328454,1,0
174267,116.4030322,40.10416806,102209,60,0.43,f,33688,0.035521398,0,1
168309,116.5076517,40.03099159,100015,70,0.43,f,75653,0.025681519,0,0
165204,116.5369447,40.06855345,100122,45,0.44,f,63270,0.043130948,0,0
172606,116.3448046,39.92484004,100037,15,0.45,f,76836,0.002724904,1,0
169277,116.327134,39.93559073,100081,30,0.45,f,101806,0.005163757,1,0
169289,116.3271721,39.93523261,100044,30,0.45,f,104121,0.005144462,1,0
170044,116.3441162,40.00600898,100083,40,0.45,f,62750,0.010848858,1,0
174463,116.3817332,39.74814561,102600,50,0.45,f,42101,0.028324568,0,0
278284,116.4526208,40.10869408,102209,65,0.45,f,47464,0.040381461,0,1
167518,116.4811953,39.96690385,100021,40,0.46,f,38645,0.009830361,0,0
174642,116.5371243,40.03816979,100122,40,0.46,f,44169,0.034823493,0,0
174601,116.5649214,40.04910513,100122,51,0.46,f,38299,0.046225088,0,0
173127,116.3341176,40.05218184,100096,59,0.47,f,79845,0.022451259,1,1
170432,116.3017203,39.92506433,100048,30,0.48,f,76778,0.009015651,1,0
167260,116.5408825,40.0699638,100122,51,0.48,f,38222,0.04468755,1,0
167219,116.5091766,39.8429367,100023,52,0.48,f,32478,0.018071169,0,0
171222,116.2578444,39.76091518,100070,40,0.49,f,19721,0.04314331,0,0
165026,116.358431,40.01349014,100085,76,0.49,f,77369,0.010967465,0,0
170756,116.3938337,39.87678106,100050,10,0.5,f,51458,0.001529733,1,0
170344,116.376281,39.96935616,100088,20,0.5,f,70761,0.003263684,1,0
170412,116.3433307,40.0163528,100085,28,0.5,f,63978,0.012904122,0,0
168985,116.4627139,39.92369587,100026,30,0.5,f,58683,0.004483468,1,0
169813,116.2996374,39.91636617,100036,30,0.5,f,103736,0.009328497,0,1
170099,116.3046561,39.97241111,100080,30,0.5,f,88571,0.011586502,1,0
170127,116.3220187,39.95322737,100081,30,0.5,f,92152,0.006905144,1,0
170264,116.2663019,39.90694489,100039,30,0.5,f,97113,0.01695748,1,0
171116,116.5011343,39.79877259,100023,30,0.5,f,24412,0.024707107,1,0
174263,116.4564518,40.10854936,102209,30,0.5,f,40604,0.040772476,0,0
169029,116.4226798,39.99277151,100101,31,0.5,f,45140,0.006621656,1,0
171678,116.2935989,39.83464832,100070,31.5,0.5,f,55897,0.017119932,1,0
173296,116.1633668,39.81583289,100074,32,0.5,f,35554,0.064218035,0,0
173650,116.3471299,39.87276618,100054,33,0.5,f,68255,0.004263469,0,1
169747,116.2803674,39.98595438,100080,37,0.5,f,41184,0.018340656,0,0
168148,116.5945199,39.92136715,100024,40,0.5,f,29997,0.039353621,1,0
169514,116.3026336,39.95349142,100089,40,0.5,f,75765,0.01017755,1,0
170132,116.3762733,39.96937536,100029,40,0.5,f,82971,0.003266047,1,1
174626,116.5686066,40.04676768,100122,42,0.5,f,48071,0.046864435,0,0
279363,116.2825607,40.14049724,102206,45,0.5,f,23712,0.063398299,0,0
169649,116.2164718,40.09987501,102205,50,0.5,f,27951,0.066185662,0,0
167923,116.5306478,40.02466407,100024,50.2,0.5,f,59708,0.029917865,0,0
171931,116.303396,40.08525276,100085,60,0.5,f,49102,0.037323755,0,1
168700,116.1943994,39.94353622,100041,30.5,0.51,f,51302,0.041499743,0,0
13437,116.5341989,40.07324574,100122,40,0.51,f,35426,0.04382104,0,0
175298,116.5682926,40.06033637,101312,40,0.52,f,19999,0.050493961,1,0
174636,116.5615806,40.0490199,101300,50,0.52,f,58942,0.045086341,0,0
171935,116.303396,40.08525276,102208,60,0.53,f,58786,0.037323755,1,0
170538,116.217959,40.03769077,100095,30,0.54,f,49018,0.046629469,0,0
168814,116.4071798,39.96604248,100029,35,0.54,f,75548,0.002642415,1,1
308951,116.5011346,40.08737287,100120,35,0.54,f,61834,0.04043746,0,0
174498,116.4646072,39.80023355,100076,42,0.54,f,45723,0.018037037,1,0
173969,116.3368567,39.90782213,100045,30,0.55,f,97659,0.003587967,1,1
172634,116.3386103,39.90784483,100038,32,0.55,f,72301,0.003382481,1,0
166739,116.550948,40.03346159,100015,40,0.55,t,34639,0.037780298,0,0
165938,116.6394696,39.89846174,101121,41,0.56,f,36740,0.059471677,1,0
173122,116.250906,39.95220008,100089,47,0.58,f,98441,0.022439669,0,1
166311,116.1522681,39.7573501,102401,50,0.58,f,17807,0.084625239,1,0
174824,116.1512961,39.7558086,102401,50,0.58,f,27195,0.085591365,0,0
166232,116.4201053,39.9392623,100007,12,0.6,f,123921,0.001120049,1,0
170350,116.3749674,39.97072136,100088,20,0.6,f,61832,0.003465832,1,0
168248,116.437962,39.96072532,100028,30,0.6,f,76545,0.003758882,1,0
170022,116.2593376,39.91263404,100039,30,0.6,f,42356,0.018746942,1,0
170270,116.227878,39.99876056,100091,30,0.6,f,65543,0.035218165,0,0
170279,116.3360011,39.95489966,100013,30,0.6,f,61635,0.005153536,1,0
170874,116.4065733,39.8961314,100051,30,0.6,f,119652,0.000494832,1,1
171941,116.3527284,40.08718931,102208,30,0.6,f,50679,0.03125896,1,0
167096,116.4216482,39.99307839,100101,32,0.6,f,70766,0.006615452,1,1
166537,116.3522372,39.96859922,100088,35,0.6,f,63891,0.004720133,1,0
168750,116.227878,39.99876056,100093,40,0.6,f,41858,0.035218165,0,0
174594,116.540118,40.06774717,100122,40,0.6,f,64042,0.043788499,1,0
175307,116.5424808,40.06299219,100122,40,0.6,f,54175,0.043051875,0,0
167686,116.558243,39.86534934,100021,42,0.6,f,42524,0.02879874,0,0
167058,116.4376866,39.99606579,100101,43,0.6,f,111145,0.008158866,1,1
173105,116.2278551,39.99883322,100093,43,0.6,f,58232,0.035237934,0,0
279361,116.4146724,40.1087012,102209,43,0.6,f,33148,0.037543648,0,1
171832,116.284871,40.1418102,102200,45,0.6,f,33690,0.06347017,0,0
173515,116.2135521,39.81210408,102400,47,0.6,f,30162,0.044124554,1,0
171037,116.3243319,39.77652165,102627,60,0.6,f,75551,0.024571929,1,0
164989,116.4824417,39.8519486,100023,63,0.6,f,18486,0.011513737,0,0
167155,116.4339575,40.01133491,100101,67,0.6,f,69222,0.010547217,0,0
167191,116.4339499,40.01133859,100012,67,0.6,f,81536,0.010547346,1,1
168770,116.4342312,40.01217931,100012,67,0.6,f,73332,0.010729968,0,1
174334,116.2665968,40.16323189,102206,30,0.62,f,32272,0.078014817,1,0
174896,116.3002024,40.08514615,102208,50,0.62,f,42524,0.037890725,1,1
175284,116.5360944,40.09313891,101300,70,0.62,f,49689,0.051006844,1,0
166847,116.5363796,40.07225616,101318,30,0.63,f,50184,0.044116986,1,0
170883,116.414748,39.86661396,100075,30,0.63,f,45441,0.002764521,1,0
170371,116.2692121,39.94275482,100189,40,0.63,f,96405,0.016856491,0,1
171105,116.4965993,39.79741173,100176,43.1,0.63,f,54466,0.024096522,1,0
173141,116.2693586,39.94101044,100195,45,0.63,f,102395,0.016728373,1,1
175345,116.5358448,40.0919075,101300,70,0.63,f,69731,0.050501892,0,0
170503,116.2406397,40.04927336,100094,40,0.64,f,26340,0.042015029,0,0
171041,116.3174158,39.76518949,102600,45,0.64,f,64355,0.028899652,1,0
175503,116.1681052,39.7679356,102445,40,0.65,f,45526,0.073906158,0,0
171108,116.4942504,39.78728755,100076,50,0.65,f,38875,0.02613055,0,0
167477,116.4761302,39.98329935,100102,30,0.66,f,52301,0.010939103,1,1
168883,116.5704883,39.84979678,100121,35,0.66,f,48501,0.034728506,0,0
166888,116.560179,39.86155894,100024,50,0.66,f,25680,0.029826816,0,0
171805,116.4212661,40.1489648,102200,66,0.66,f,32028,0.054983805,0,1
168541,116.2088965,39.96315966,100093,30,0.67,f,76811,0.037331137,0,0
174324,116.4557751,40.11842374,102209,30,0.67,f,31880,0.044595085,0,0
169324,116.2340128,39.97674331,100093,35,0.67,f,61089,0.030022825,0,0
171932,116.3383698,40.06807084,102208,45.3,0.67,f,50176,0.026526964,1,0
173171,116.2434381,39.95892663,100159,60,0.67,f,92259,0.025200491,0,1
170542,116.2266766,39.94639962,100093,30,0.68,f,71565,0.029680078,0,0
170501,116.2564092,40.00020855,100091,45,0.68,f,102034,0.026668487,0,1
173254,116.4265631,39.86415524,100078,30,0.69,f,69271,0.003589951,1,0
173248,116.4299975,39.86479788,100078,33,0.69,f,35660,0.003744176,0,0
175309,116.5485157,40.06472447,101300,63,0.69,f,36791,0.045366521,0,0
172510,116.3660292,39.93557979,100035,10,0.7,f,107875,0.001301934,1,1
166811,116.4031142,39.9327903,100009,12,0.7,f,130706,0.000335521,1,0
170003,116.3047517,39.94078265,100089,20,0.7,f,84445,0.008989584,1,1
169139,116.426388,39.94736405,100011,30,0.7,f,80388,0.001905135,1,0
170354,116.3127542,39.98615563,100080,30,0.7,f,92621,0.011913641,1,0
170560,116.326943,39.97490005,100086,30,0.7,f,99978,0.008289755,1,0
170640,116.3130645,39.9318941,100048,30,0.7,f,71690,0.007173214,1,1
171072,116.3447963,39.73572306,102699,30,0.7,f,34559,0.035079305,1,0
171532,116.2886474,39.80621836,100070,30,0.7,f,60736,0.023584384,1,0
171564,116.288244,39.80563156,100160,30,0.7,f,44302,0.023800309,1,0
172652,116.3405094,39.8808179,100055,30,0.7,f,66763,0.004328818,0,0
173015,116.3676286,39.94536455,100035,30,0.7,f,100356,0.001690349,1,1
173666,116.4224811,39.95721067,100013,30,0.7,f,74663,0.002402833,1,0
190691,116.4219607,40.12956876,102209,30,0.7,f,34047,0.046351116,0,0
169553,116.3113129,39.93333071,100048,37,0.7,f,98204,0.007515841,1,1
172125,116.3598139,39.92714374,100034,37,0.7,f,148478,0.001453631,1,0
171967,116.3479002,40.08551878,102208,38,0.7,f,50875,0.031132479,1,0
165917,116.6487978,39.88319578,101121,40,0.7,f,41399,0.064859885,1,0
165961,116.69488,39.93376321,101100,40,0.7,f,47982,0.089519754,0,0
167269,116.5067875,39.97155318,100123,40,0.7,f,40049,0.015331359,0,0
168272,116.4357654,40.05731594,100028,40,0.7,f,71592,0.02158494,0,1
174449,116.3576212,39.79261847,100162,40,0.7,f,26984,0.016668484,0,0
171933,116.3369639,40.08755088,102208,45,0.7,f,46561,0.033002781,1,0
172003,116.3415556,40.08790061,102208,45,0.7,f,46058,0.032599933,1,0
172770,116.3809983,39.96239973,100011,45,0.7,f,63702,0.002401371,1,1
166920,116.5703083,39.84688928,100024,50,0.7,f,50570,0.03505818,0,0
168020,116.5212648,39.87231441,100123,50,0.7,f,62067,0.017528938,0,0
167213,116.3150843,39.77081145,102627,40,0.71,f,60582,0.027610481,1,0
173654,116.2656929,39.8528265,100071,33,0.73,f,52130,0.021005505,0,0
166319,116.524289,39.88492396,100020,35.5,0.73,f,48999,0.017356234,0,0
167274,116.4795584,40.0103097,100102,40,0.73,f,90656,0.015873592,0,0
166701,116.5089761,39.84436491,100023,48,0.73,f,34034,0.017819768,0,0
173970,116.3897975,39.94134919,100035,68,0.73,f,141495,0.000692988,1,0
167642,116.622177,39.87613351,100121,30,0.74,f,19832,0.052631583,0,0
165192,116.1282244,39.73756463,102488,39.2,0.74,f,26318,0.103596619,0,0
167139,116.297873,39.81347735,100070,40,0.74,f,72132,0.02014615,1,0
167156,116.6055954,39.88371133,100024,53,0.74,f,48779,0.044869025,0,0
175247,116.5885643,40.04628081,100621,20,0.75,f,26813,0.054016353,0,0
167485,116.4712339,39.98677578,100102,28,0.75,f,65651,0.010661808,1,0
165946,116.6735317,39.90024997,101199,40,0.75,f,48209,0.077144205,1,0
166753,116.2995928,40.07999594,100085,40,0.76,f,43067,0.036290555,1,0
168723,116.2943563,40.08538268,102206,50,0.76,f,41771,0.039127716,1,1
168953,116.3714487,40.00548557,100083,50,0.77,f,62007,0.008653532,0,0
166723,116.4214302,39.87956154,100061,10,0.78,f,62606,0.00195023,1,1
175269,116.5393444,40.10805409,101318,30.1,0.78,f,50086,0.057438539,0,0
168885,116.5696475,39.84594514,100022,30.2,0.78,f,23724,0.034959594,0,1
170011,116.1805015,40.02869809,100095,40,0.78,f,36721,0.059275934,0,1
169726,116.3689667,40.03837023,100192,30,0.79,f,60677,0.015761301,1,0
174645,116.4996732,40.09205577,100122,32,0.79,f,61076,0.041761611,0,0
169847,116.2970218,39.91023723,100036,10,0.8,f,64576,0.00987145,1,1
172666,116.3855883,39.93423254,100009,13,0.8,f,116061,0.000452055,1,1
172277,116.3697287,39.93761856,100035,15,0.8,f,104751,0.001176966,1,0
172902,116.3781805,39.91104249,100031,16,0.8,f,102791,0.000348248,1,1
173070,116.3760632,39.93134505,100034,16,0.8,f,143795,0.000647324,1,1
171607,116.4113165,39.85757294,100075,20,0.8,f,38844,0.003620624,1,0
172170,116.3245953,39.88508056,100055,20,0.8,f,42567,0.006075011,0,0
168786,116.4307994,40.0151046,100101,25,0.8,f,78937,0.011053167,1,1
172671,116.381225,39.93821433,100009,25,0.8,f,99546,0.000726356,1,0
166145,116.2490775,40.15576876,102206,30,0.8,f,39996,0.079226323,1,1
166801,116.3815436,39.98153983,100101,30,0.8,f,68132,0.004534493,1,0
168136,116.4396607,39.95366018,100028,30,0.8,f,75753,0.003318974,1,0
168259,116.4452776,39.95468744,100028,30,0.8,f,76759,0.003917326,1,0
168263,116.4404892,39.95221654,100028,30,0.8,f,72071,0.00328447,1,0
169425,116.3386684,39.96344822,100081,30,0.8,f,62398,0.005580634,1,0
170101,116.2180538,40.0233474,100091,30,0.8,f,78838,0.043305337,0,0
170238,116.3018049,39.97163744,100089,30,0.8,f,98253,0.012029798,1,1
170261,116.3247179,39.9359387,100044,30,0.8,f,95513,0.005517312,1,0
170324,116.3271955,39.92948434,100048,30,0.8,f,118563,0.004951096,1,0
170341,116.3125868,39.92787234,100031,30,0.8,f,102818,0.007139771,1,0
170465,116.3423551,39.96252697,100081,30,0.8,f,60605,0.005082968,1,0
171282,116.290708,39.81629936,100070,30,0.8,f,75203,0.02103714,0,0
171291,116.2915596,39.81625065,100007,30,0.8,f,78647,0.020867855,0,0
171605,116.3686944,39.86887193,100069,30,0.8,f,47728,0.00296178,1,0
171736,116.1911056,39.92763541,100043,30,0.8,f,56931,0.042211521,1,0
172615,116.3710766,39.9612232,100088,30,0.8,f,139332,0.002693641,1,0
172803,116.372664,39.96297915,100080,30,0.8,f,149514,0.002778871,1,0
172969,116.3657615,39.88748192,100053,30,0.8,f,92404,0.001730767,1,0
173295,116.4189997,39.87029795,100075,30,0.8,f,56129,0.002591172,1,1
174446,116.4519131,39.80599388,100076,30,0.8,f,18459,0.015163498,0,0
171348,116.3724255,39.86746919,100069,31,0.8,f,39956,0.002903979,1,0
171172,116.498644,39.76674717,100176,35,0.8,f,33475,0.032713384,1,0
171952,116.3348908,40.07244565,100085,35,0.8,f,32552,0.028292865,0,0
174322,116.4553469,40.10857189,136200,35,0.8,f,39423,0.040649281,0,0
174620,116.5330207,40.10098349,101318,35,0.8,f,37661,0.05299995,0,0
166670,116.4720935,39.90664015,100022,36,0.8,f,58949,0.005841058,1,0
166917,116.4718195,39.9599743,100027,40,0.8,f,103602,0.007664887,1,0
167068,116.4792262,39.89591393,100102,40,0.8,f,72157,0.007286281,0,0
169322,116.3014129,39.96869062,100080,45,0.8,f,105668,0.011783689,1,0
169350,116.3223193,39.99038231,100190,47,0.8,f,76977,0.011020852,1,0
174822,116.1025963,39.73903314,102488,50,0.8,f,11199,0.117468471,0,0
167070,116.4184139,40.14999962,102209,60,0.8,f,35167,0.055332664,0,1
279373,116.418664,40.14959511,102209,60,0.8,f,36893,0.055154535,0,0
175313,116.5603889,40.06825937,101318,30,0.82,f,23671,0.050189189,1,0
173432,116.2895769,39.86456338,100071,40,0.82,f,67585,0.013999992,1,0
171036,116.3254654,39.75857233,102600,45,0.82,f,65806,0.029733043,0,0
171073,116.3252921,39.76138965,102600,45,0.82,f,49981,0.0288795,1,0
165951,116.6376403,39.92048147,101199,30,0.83,f,27265,0.058305491,1,0
167297,116.3198457,39.75273467,102600,35,0.83,f,45702,0.032429859,1,0
167303,116.321872,39.75246838,102699,35,0.83,f,40245,0.032211377,1,0
173370,116.3677032,39.84448103,100068,35,0.83,f,70325,0.005902457,1,0
168584,116.1346644,39.7283265,102488,43,0.83,f,30706,0.103565144,1,0
167128,116.5452935,39.96130952,100018,40,0.84,f,73296,0.024292205,0,0
174019,116.404366,39.87765241,100050,40,0.84,f,51540,0.001523122,0,0
174488,116.3425493,39.79938574,100162,40,0.84,f,33826,0.016437481,1,0
167161,116.469478,39.83938418,100023,48,0.84,f,46804,0.011209169,1,0
165982,116.6527018,39.86986172,101121,62.7,0.84,f,20736,0.067895077,0,0
173934,116.3526719,39.87698479,100054,30,0.85,f,87972,0.003404611,1,1
171663,116.2723772,39.86571651,100166,33,0.85,f,56872,0.017847399,1,0
171963,116.3423336,40.07283225,102208,35,0.85,f,43859,0.027556591,1,1
173130,116.2471332,39.97213998,100195,35.6,0.85,f,40022,0.025398814,0,0
173677,116.3959192,39.86515476,100037,20,0.86,f,58098,0.002567057,1,1
171938,116.1620639,40.26160976,100094,31.06,0.86,f,49318,0.174399637,0,0
166688,116.4159178,39.99136606,100101,35,0.86,f,35408,0.006095211,1,0
167234,116.336711,39.78649865,100162,40,0.86,f,55310,0.020265333,1,0
170496,116.2059771,39.98818065,100093,35,0.87,f,63843,0.041428425,0,0
174401,116.336711,39.78649865,100162,40,0.87,f,48987,0.020265333,1,0
168630,116.4923813,39.79186575,100176,35,0.88,f,46605,0.024611652,1,0
171162,116.4923737,39.7918697,100176,35,0.88,f,49575,0.024609211,1,0
171130,116.499839,39.80080727,100176,50,0.88,f,49580,0.023964825,1,0
171178,116.4999383,39.79988238,100176,50,0.88,f,51305,0.024199017,1,0
171115,116.4881642,39.78093704,100176,60,0.88,f,40205,0.026647149,0,0
170381,116.3670439,39.99270775,100083,30,0.89,f,91987,0.006762971,1,0
172838,116.3709732,39.93531123,100035,30,0.89,f,130558,0.001017309,1,0
173420,116.3828525,39.8523761,100068,31.5,0.89,f,39652,0.004203819,1,0
167816,116.4336413,40.04083644,100029,40,0.89,f,68489,0.017029464,0,1
168535,116.4190594,40.05648719,100012,40,0.89,f,73919,0.020308897,1,0
169276,116.2853074,39.99550034,100091,78,0.89,f,106298,0.018650561,1,1
170573,116.3277928,39.94133078,100044,5,0.9,f,41406,0.005333082,1,0
169369,116.3155514,39.95664521,100081,20,0.9,f,97872,0.008174121,1,0
173948,116.3784702,39.90887411,100031,25,0.9,f,108670,0.000363301,1,0
171957,116.3423219,40.06882042,100096,28,0.9,f,47791,0.026314134,1,0
171973,116.3446912,40.06704658,100096,28,0.9,f,48724,0.025524696,1,0
165337,116.5423787,39.74812209,101102,30,0.9,f,47363,0.049484955,1,0
169427,116.3020883,39.95262797,100089,30,0.9,f,56891,0.010215604,1,0
169983,116.3055136,39.97164835,100080,30,0.9,f,87795,0.011344456,1,1
170981,116.3967514,39.86741758,100077,30,0.9,f,43831,0.002343077,0,1
171123,116.4974145,39.80072492,100176,30,0.9,f,42576,0.023487204,1,0
171575,116.3886306,39.86449787,100068,30,0.9,f,39097,0.00269156,1,1
173426,116.3894738,39.86111008,100077,30,0.9,f,55595,0.003038687,1,0
174591,116.5667185,40.06200466,101312,35,0.9,f,31545,0.050439693,1,0
171111,116.4911035,39.7979596,100176,39,0.9,f,32200,0.022893952,1,0
171151,116.4905818,39.79846128,100176,39,0.9,f,43811,0.022677218,1,0
